plate	position	well	score	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	raw_r3_ch1	median_ch1	average_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	raw/PlateMedian_r3_ch1	normalized_r1_ch1	normalized_r2_ch1	normalized_r3_ch1	GeneID	Entrez_gene_ID
2	176	H08	-0.73	sample	sample	2416590	2004570	1918440	2004570	2113200	0.933	0.831	0.854	-0.099	-0.268	-0.229	PAK7	57144
2	281	L17	-0.73	sample	sample	2209440	2079900	1970790	2079900	2086710	0.853	0.862	0.877	-0.229	-0.214	-0.19	PIP5K2B	8396
3	293	M05	-0.75	sample	sample	2462670	2315270	2219700	2315270	2332546.66666667	0.852	0.86	0.936	-0.231	-0.218	-0.095	DCAMKL1	9201
2	47	B23	-0.75	sicon1	sicon1	2187500	2073350	1952980	2073350	2071276.66666667	0.845	0.859	0.869	-0.243	-0.219	-0.203	NA	NA
2	149	G05	-0.75	sample	sample	2154460	2253480	1910820	2154460	2106253.33333333	0.832	0.934	0.85	-0.265	-0.099	-0.234	DCK	1633
2	56	C08	-0.75	sample	sample	2215670	2185270	1660200	2185270	2020380	0.856	0.906	0.739	-0.225	-0.143	-0.437	FLJ25006	124923
1	127	F07	-0.76	sample	sample	1905270	1848790	1813190	1848790	1855750	0.855	0.845	0.89	-0.227	-0.243	-0.169	CCRK	23552
3	319	N07	-0.77	sample	sample	2558630	2304850	1985150	2304850	2282876.66666667	0.885	0.856	0.837	-0.176	-0.225	-0.256	NA	NA
2	31	B07	-0.77	sample	sample	2474820	1958470	1901890	1958470	2111726.66666667	0.956	0.812	0.846	-0.065	-0.301	-0.241	RPS6KC1	26750
1	273	L09	-0.78	sample	sample	1940520	1756690	1724010	1756690	1807073.33333333	0.87	0.803	0.846	-0.2	-0.317	-0.242	MAP3K8	1326
3	115	E19	-0.78	sample	sample	2461560	2246860	2164730	2246860	2291050	0.851	0.834	0.913	-0.232	-0.262	-0.131	PGK1	5230
1	333	N21	-0.78	sample	sample	1914060	1869920	1487880	1869920	1757286.66666667	0.858	0.854	0.73	-0.22	-0.227	-0.454	PAK6	56924
3	320	N08	-0.78	sample	sample	2427010	2299820	2137850	2299820	2288226.66666667	0.839	0.854	0.902	-0.253	-0.228	-0.149	NA	NA
1	43	B19	-0.79	sample	sample	1868840	1866570	1853010	1866570	1862806.66666667	0.838	0.853	0.909	-0.255	-0.23	-0.137	NEK6	10783
2	45	B21	-0.79	sample	sample	2197330	2152640	1798140	2152640	2049370	0.849	0.892	0.8	-0.237	-0.165	-0.322	COL4A3BP	10087
1	306	M18	-0.79	sample	sample	1892310	1779280	1742910	1779280	1804833.33333333	0.849	0.813	0.855	-0.237	-0.299	-0.226	CKS1B	1163
1	34	B10	-0.8	sample	sample	1891410	1807120	1890190	1890190	1862906.66666667	0.848	0.826	0.927	-0.237	-0.276	-0.109	PFKFB3	5209
3	331	N19	-0.8	sample	sample	2448710	2007420	2356760	2356760	2270963.33333333	0.847	0.745	0.994	-0.24	-0.424	-0.009	NA	NA
3	66	C18	-0.81	sample	sample	2396020	2287970	2042590	2287970	2242193.33333333	0.829	0.849	0.861	-0.271	-0.235	-0.215	NA	NA
2	380	P20	-0.81	sample	sample	2189630	2203920	1840640	2189630	2078063.33333333	0.846	0.913	0.819	-0.242	-0.131	-0.288	SSTK	83983
3	118	E22	-0.81	sample	sample	2728850	2240720	1990140	2240720	2319903.33333333	0.944	0.832	0.839	-0.083	-0.266	-0.253	NA	NA
1	282	L18	-0.81	sample	sample	1884320	1848380	1736240	1848380	1822980	0.845	0.845	0.852	-0.243	-0.244	-0.231	DGKA	1606
1	185	H17	-0.81	sample	sample	1992670	1856450	1608610	1856450	1819243.33333333	0.894	0.848	0.789	-0.162	-0.237	-0.341	IGF1R	3480
2	369	P09	-0.83	sample	sample	2229230	2041970	1777210	2041970	2016136.66666667	0.861	0.846	0.791	-0.216	-0.241	-0.339	COMMD3	23412
2	301	M13	-0.83	sample	sample	2172730	2040970	1919010	2040970	2044236.66666667	0.839	0.846	0.854	-0.253	-0.242	-0.228	RPS6KL1	83694
2	375	P15	-0.83	sample	sample	2163260	2039750	2043200	2043200	2082070	0.836	0.845	0.909	-0.259	-0.242	-0.138	SRMS	6725
1	296	M08	-0.84	sample	sample	2007910	1831600	1698780	1831600	1846096.66666667	0.901	0.837	0.833	-0.151	-0.257	-0.263	CKMT1B	1159
2	340	O04	-0.85	sample	sample	2218020	2033580	1763220	2033580	2004940	0.857	0.843	0.784	-0.223	-0.247	-0.35	TNK1	8711
3	286	L22	-0.85	sample	sample	2406220	2388460	1973930	2388460	2256203.33333333	0.832	0.887	0.833	-0.265	-0.173	-0.264	NA	NA
2	37	B13	-0.85	sample	sample	2211400	1882120	1870940	1882120	1988153.33333333	0.854	0.78	0.832	-0.227	-0.358	-0.265	UCK1	83549
2	279	L15	-0.86	sample	sample	2378470	1959120	1866680	1959120	2068090	0.919	0.812	0.83	-0.122	-0.301	-0.268	MOS	4342
1	380	P20	-0.87	sample	sample	1896570	1763980	1688470	1763980	1783006.66666667	0.851	0.806	0.828	-0.233	-0.311	-0.272	GSG2	83903
1	17	A17	-0.87	sample	sample	1860750	2010060	1527590	1860750	1799466.66666667	0.835	0.918	0.749	-0.261	-0.123	-0.416	PTK2	5747
1	223	J07	-0.89	sample	sample	1729100	1828910	1909980	1828910	1822663.33333333	0.776	0.836	0.937	-0.367	-0.259	-0.094	DAPK1	1612
1	348	O12	-0.89	sample	sample	1989880	1827870	1648040	1827870	1821930	0.892	0.835	0.809	-0.164	-0.26	-0.307	PIK3CG	5294
3	59	C11	-0.91	sample	sample	2396250	2057530	2142300	2142300	2198693.33333333	0.829	0.764	0.904	-0.271	-0.389	-0.146	HAK	115701
3	57	C09	-0.91	sample	sample	2435890	2238530	1948880	2238530	2207766.66666667	0.842	0.831	0.822	-0.247	-0.267	-0.283	PRKAB1	5564
2	118	E22	-0.91	sample	sample	2097730	2052480	1846570	2052480	1998926.66666667	0.81	0.851	0.822	-0.303	-0.233	-0.284	STK38L	23012
2	377	P17	-0.91	sample	sample	2152990	1931470	1845860	1931470	1976773.33333333	0.832	0.8	0.821	-0.266	-0.321	-0.284	MAP4K2	5871
2	123	F03	-0.93	sample	sample	2079190	2001380	1856980	2001380	1979183.33333333	0.803	0.829	0.826	-0.316	-0.27	-0.276	KCNH2	3757
1	365	P05	-0.93	sample	sample	1898080	1700310	1667360	1700310	1755250	0.851	0.777	0.818	-0.232	-0.364	-0.29	AKT2	208
1	350	O14	-0.93	sample	sample	1838480	1811390	1907290	1838480	1852386.66666667	0.825	0.828	0.936	-0.278	-0.273	-0.096	FGFR3	2261
2	294	M06	-0.94	sample	sample	2181510	1994080	1720080	1994080	1965223.33333333	0.843	0.826	0.765	-0.247	-0.275	-0.386	CDK5R1	8851
1	295	M07	-0.96	sample	sample	1828420	1762720	1891840	1828420	1827660	0.82	0.805	0.928	-0.286	-0.312	-0.107	MULK	55750
2	317	N05	-0.96	sample	sample	2144750	1987370	1794780	1987370	1975633.33333333	0.828	0.824	0.798	-0.272	-0.28	-0.325	CDKN1C	1028
1	28	B04	-0.96	sample	sample	1811450	1801640	1784150	1801640	1799080	0.812	0.823	0.875	-0.3	-0.281	-0.192	STK31	56164
2	324	N12	-0.98	sample	sample	2114990	2030500	1790380	2030500	1978623.33333333	0.817	0.841	0.797	-0.292	-0.249	-0.328	INSR	3643
2	286	L22	-0.98	sample	sample	2114660	1890130	1926190	1926190	1976993.33333333	0.817	0.783	0.857	-0.292	-0.352	-0.223	CLK3	1198
3	28	B04	-0.98	sample	sample	2361450	2665250	1711880	2361450	2246193.33333333	0.817	0.99	0.722	-0.292	-0.015	-0.47	NA	NA
1	92	D20	-0.99	sample	sample	1705960	1956180	1646740	1705960	1769626.66666667	0.765	0.894	0.808	-0.386	-0.162	-0.308	ACVR1B	91
1	85	D13	-0.99	sample	sample	2940360	1609810	1646170	1646170	2065446.66666667	1.32	0.736	0.808	0.399	-0.443	-0.308	PIK4CB	5298
3	375	P15	-0.99	sample	sample	2311770	2255940	1913880	2255940	2160530	0.8	0.838	0.807	-0.323	-0.256	-0.309	NA	NA
1	351	O15	-1	sample	sample	1801970	1883120	1642290	1801970	1775793.33333333	0.808	0.86	0.806	-0.307	-0.217	-0.312	TNIK	23043
2	309	M21	-1.01	sample	sample	2099360	1861750	1867780	1867780	1942963.33333333	0.811	0.772	0.831	-0.302	-0.374	-0.267	PTK2B	2185
2	273	L09	-1.01	sample	sample	2163430	1965420	1700080	1965420	1942976.66666667	0.836	0.814	0.756	-0.259	-0.296	-0.403	MAP3K13	9175
2	236	J20	-1.02	sample	sample	2159240	1904440	1804920	1904440	1956200	0.834	0.789	0.803	-0.262	-0.341	-0.317	TPK1	27010
3	107	E11	-1.02	sample	sample	2340750	2245490	1826200	2245490	2137480	0.81	0.834	0.77	-0.305	-0.262	-0.377	PRPF4B	8899
1	164	G20	-1.02	sample	sample	1834940	1614140	1634790	1634790	1694623.33333333	0.823	0.738	0.802	-0.281	-0.439	-0.318	PFKP	5214
2	36	B12	-1.03	sample	sample	2153930	1915490	1800870	1915490	1956763.33333333	0.832	0.794	0.801	-0.265	-0.333	-0.32	INSRR	3645
3	328	N16	-1.03	sample	sample	2375930	2187830	1877990	2187830	2147250	0.822	0.812	0.792	-0.283	-0.3	-0.336	NA	NA
2	381	P21	-1.03	sample	sample	2075880	2207450	1799870	2075880	2027733.33333333	0.802	0.915	0.801	-0.319	-0.128	-0.321	PDK1	5163
3	14	A14	-1.03	sample	sample	2378080	2186010	1783740	2186010	2115943.33333333	0.822	0.812	0.752	-0.282	-0.301	-0.411	NA	NA
3	298	M10	-1.04	sample	sample	2422900	2076510	1893190	2076510	2130866.66666667	0.838	0.771	0.798	-0.255	-0.375	-0.325	NA	NA
3	367	P07	-1.04	sample	sample	2969500	2119500	1892560	2119500	2327186.66666667	1.03	0.787	0.798	0.039	-0.346	-0.325	NA	NA
1	358	O22	-1.06	sample	sample	1792050	1766520	1640320	1766520	1732963.33333333	0.804	0.807	0.805	-0.315	-0.309	-0.313	DYRK4	8798
2	58	C10	-1.06	sample	sample	2253970	1876520	1788410	1876520	1972966.66666667	0.871	0.778	0.796	-0.2	-0.363	-0.33	MAPK14	1432
1	153	G09	-1.06	sample	sample	1790050	1804370	1402120	1790050	1665513.33333333	0.803	0.824	0.688	-0.317	-0.279	-0.54	HK2	3099
1	124	F04	-1.06	sample	sample	1789830	1740170	1638790	1740170	1722930	0.803	0.795	0.804	-0.317	-0.331	-0.315	CAMK1	8536
2	41	B17	-1.07	sample	sample	2072800	1939120	1851800	1939120	1954573.33333333	0.801	0.804	0.824	-0.321	-0.315	-0.28	ERBB3	2065
1	235	J19	-1.08	sample	sample	1784800	1611700	1634220	1634220	1676906.66666667	0.8	0.736	0.802	-0.321	-0.441	-0.319	DYRK2	8445
3	85	D13	-1.09	sample	sample	2256800	2159630	1993630	2159630	2136686.66666667	0.781	0.802	0.841	-0.357	-0.319	-0.25	NA	NA
2	171	H03	-1.1	sample	sample	2024260	2148020	1770800	2024260	1981026.66666667	0.782	0.89	0.788	-0.355	-0.168	-0.344	PRKCD	5580
1	22	A22	-1.12	sample	sample	2053590	1597190	1601960	1601960	1750913.33333333	0.921	0.73	0.786	-0.119	-0.454	-0.347	CALM1	801
1	150	G06	-1.12	sample	sample	1822800	1745250	1514900	1745250	1694316.66666667	0.818	0.797	0.743	-0.291	-0.327	-0.428	PDK2	5164
2	70	C22	-1.13	sample	sample	2049480	1770370	1768430	1770370	1862760	0.792	0.734	0.787	-0.337	-0.447	-0.346	PIP5K1A	8394
2	22	A22	-1.15	sample	sample	2085210	1892960	1754470	1892960	1910880	0.805	0.784	0.781	-0.312	-0.35	-0.357	LAK	80216
2	199	I07	-1.16	sample	sample	2309620	1760740	1751300	1760740	1940553.33333333	0.892	0.73	0.779	-0.165	-0.455	-0.36	TRIB3	57761
2	64	C16	-1.17	sample	sample	2272810	1899180	1747470	1899180	1973153.33333333	0.878	0.787	0.777	-0.188	-0.345	-0.363	PRKCI	5584
2	158	G14	-1.18	sample	sample	2015850	1902770	1781850	1902770	1900156.66666667	0.779	0.789	0.793	-0.361	-0.343	-0.335	STYK1	55359
1	187	H19	-1.18	sample	sample	1909330	1723580	1542010	1723580	1724973.33333333	0.856	0.788	0.757	-0.224	-0.345	-0.402	NEK9	91754
3	273	L09	-1.18	sample	sample	1843530	2242970	1836120	1843530	1974206.66666667	0.638	0.833	0.774	-0.649	-0.264	-0.369	NA	NA
2	57	C09	-1.2	sample	sample	2062180	1894630	1688430	1894630	1881746.66666667	0.797	0.785	0.751	-0.328	-0.349	-0.413	MAPKAPK3	7867
2	382	P22	-1.2	sample	sample	1874260	1911740	1735360	1874260	1840453.33333333	0.724	0.792	0.772	-0.466	-0.336	-0.373	IKBKG	8517
1	326	N14	-1.27	sample	sample	1820310	1693820	1477100	1693820	1663743.33333333	0.816	0.774	0.725	-0.293	-0.37	-0.465	KSR2	283455
3	163	G19	-1.27	sample	sample	2676990	2063200	1800850	2063200	2180346.66666667	0.926	0.766	0.76	-0.111	-0.385	-0.397	PRKAR2B	5577
1	259	K19	-1.28	sample	sample	1611540	1794700	1547330	1611540	1651190	0.723	0.82	0.759	-0.468	-0.286	-0.397	MAP4K5	11183
2	79	D07	-1.28	sample	sample	2071960	1861480	1570000	1861480	1834480	0.8	0.771	0.698	-0.321	-0.374	-0.518	SPEG	10290
3	172	H04	-1.3	sample	sample	2122830	2070310	1809780	2070310	2000973.33333333	0.734	0.769	0.763	-0.446	-0.38	-0.39	NA	NA
3	129	F09	-1.3	sample	sample	2487600	2068900	1540060	2068900	2032186.66666667	0.86	0.768	0.65	-0.217	-0.381	-0.622	NA	NA
2	310	M22	-1.31	sample	sample	1973970	1856650	1527110	1856650	1785910	0.762	0.769	0.679	-0.391	-0.378	-0.558	NME1	4830
1	21	A21	-1.31	sample	sample	1667930	1771690	1534800	1667930	1658140	0.748	0.81	0.753	-0.419	-0.305	-0.409	CAMK2B	816
1	138	F18	-1.32	sample	sample	1754090	1675010	1492610	1675010	1640570	0.787	0.765	0.732	-0.346	-0.386	-0.449	FLT4	2324
2	356	O20	-1.32	sample	sample	1702910	1846220	1715100	1715100	1754743.33333333	0.658	0.765	0.763	-0.604	-0.386	-0.39	SGKL	23678
3	113	E17	-1.32	sample	sample	2045030	2372590	1781380	2045030	2066333.33333333	0.707	0.881	0.751	-0.5	-0.183	-0.412	EXOSC10	5394
3	11	A11	-1.33	sample	sample	2196250	2666810	1760990	2196250	2208016.66666667	0.76	0.99	0.743	-0.397	-0.014	-0.429	SMG1	23049
2	318	N06	-1.34	sample	sample	1917650	1892720	1683830	1892720	1831400	0.741	0.784	0.749	-0.433	-0.35	-0.417	HUNK	30811
1	89	D17	-1.34	sample	sample	1685970	1668130	1561470	1668130	1638523.33333333	0.756	0.762	0.766	-0.403	-0.392	-0.384	BTK	695
3	162	G18	-1.35	sample	sample	2004490	2052080	2025910	2025910	2027493.33333333	0.693	0.762	0.854	-0.528	-0.392	-0.227	NA	NA
3	308	M20	-1.37	sample	sample	2176060	1988760	1883960	1988760	2016260	0.753	0.738	0.795	-0.41	-0.438	-0.332	NA	NA
3	222	J06	-1.39	sample	sample	2170870	1931180	2342510	2170870	2148186.66666667	0.751	0.717	0.988	-0.413	-0.48	-0.017	NA	NA
2	114	E18	-1.39	sample	sample	2001320	1820290	1439340	1820290	1753650	0.773	0.754	0.64	-0.371	-0.407	-0.643	PCTK1	5127
3	232	J16	-1.41	sample	sample	2401430	2024950	1729650	2024950	2052010	0.831	0.752	0.73	-0.268	-0.412	-0.455	NA	NA
1	382	P22	-1.41	sample	sample	1573290	1648720	1502540	1573290	1574850	0.706	0.753	0.737	-0.503	-0.409	-0.44	HIPK1	204851
1	114	E18	-1.42	sample	sample	1661950	1486010	1549690	1549690	1565883.33333333	0.745	0.679	0.76	-0.424	-0.559	-0.395	RIOK1	83732
2	135	F15	-1.43	sample	sample	1975070	1785620	1650630	1785620	1803773.33333333	0.763	0.74	0.734	-0.39	-0.434	-0.445	PMVK	10654
3	53	C05	-1.44	sample	sample	2116270	2013970	1964590	2013970	2031610	0.732	0.748	0.829	-0.45	-0.419	-0.271	CDKL2	8999
1	233	J17	-1.45	sample	sample	1528730	1678870	1491860	1528730	1566486.66666667	0.686	0.767	0.732	-0.544	-0.383	-0.45	CSF1R	1436
1	31	B07	-1.45	sample	sample	1651340	1715670	1407900	1651340	1591636.66666667	0.741	0.784	0.691	-0.433	-0.351	-0.534	P101-PI3K	23533
2	269	L05	-1.45	sample	sample	1838930	2101710	1641950	1838930	1860863.33333333	0.71	0.871	0.73	-0.493	-0.199	-0.453	PACE-1	57147
2	138	F18	-1.46	sample	sample	1913220	1645710	1744030	1744030	1767653.33333333	0.739	0.682	0.776	-0.436	-0.552	-0.366	NME6	10201
2	295	M07	-1.47	sample	sample	1745310	2155540	1637740	1745310	1846196.66666667	0.674	0.893	0.729	-0.569	-0.163	-0.457	ZAP70	7535
1	53	C05	-1.47	sample	sample	1644300	1666530	1217200	1644300	1509343.33333333	0.737	0.761	0.597	-0.439	-0.393	-0.744	LYN	4067
2	148	G04	-1.47	sample	sample	2116830	1785130	1635680	1785130	1845880	0.818	0.74	0.728	-0.29	-0.435	-0.459	MGC4796	83931
1	198	I06	-1.48	sample	sample	1616840	1621130	1597620	1616840	1611863.33333333	0.725	0.741	0.784	-0.464	-0.433	-0.351	FRAP1	2475
1	227	J11	-1.49	sample	sample	1640680	1617840	1404630	1617840	1554383.33333333	0.736	0.739	0.689	-0.443	-0.436	-0.537	PRKG2	5593
1	230	J14	-1.5	sample	sample	1635640	1575390	1483760	1575390	1564930	0.734	0.72	0.728	-0.447	-0.474	-0.458	PRKCZ	5590
2	352	O16	-1.5	sample	sample	1802430	1822880	1625300	1802430	1750203.33333333	0.696	0.755	0.723	-0.522	-0.405	-0.468	GCK	2645
1	84	D12	-1.5	sample	sample	1674440	1595280	1473550	1595280	1581090	0.751	0.729	0.723	-0.413	-0.456	-0.468	AAK1	22848
2	248	K08	-1.5	sample	sample	1930960	1643190	1624360	1643190	1732836.66666667	0.746	0.681	0.723	-0.423	-0.554	-0.469	EPHA3	2042
1	37	B13	-1.51	sample	sample	1632800	1703050	1434570	1632800	1590140	0.732	0.778	0.704	-0.449	-0.362	-0.507	EFNA3	1944
3	88	D16	-1.51	sample	sample	2114840	1863950	1888540	1888540	1955776.66666667	0.731	0.692	0.797	-0.451	-0.531	-0.328	NA	NA
3	175	H07	-1.52	sample	sample	2200580	1982130	1460140	1982130	1880950	0.761	0.736	0.616	-0.394	-0.442	-0.699	NA	NA
2	300	M12	-1.53	sample	sample	1885530	1877540	1601520	1877540	1788196.66666667	0.728	0.778	0.713	-0.457	-0.362	-0.489	CDKN2D	1032
1	219	J03	-1.54	sample	sample	1611390	1643250	1462290	1611390	1572310	0.723	0.751	0.717	-0.469	-0.413	-0.479	FLT3	2322
2	210	I18	-1.54	sample	sample	2137850	1746030	1612550	1746030	1832143.33333333	0.826	0.724	0.717	-0.276	-0.467	-0.479	GRK7	131890
2	100	E04	-1.55	sample	sample	1923170	1696120	1609540	1696120	1742943.33333333	0.743	0.703	0.716	-0.429	-0.509	-0.482	STK17A	9263
1	61	C13	-1.56	sample	sample	1615760	1589770	1552470	1589770	1586000	0.725	0.726	0.762	-0.465	-0.461	-0.393	TRIB1	10221
1	140	F20	-1.56	sample	sample	1592190	1596600	1467140	1592190	1551976.66666667	0.714	0.73	0.72	-0.486	-0.455	-0.474	CDC2L1	984
3	322	N10	-1.57	sample	sample	2089440	1903130	2106920	2089440	2033163.33333333	0.723	0.707	0.889	-0.469	-0.501	-0.17	NA	NA
2	160	G16	-1.59	sample	sample	1864800	1852960	1501020	1852960	1739593.33333333	0.72	0.768	0.668	-0.473	-0.381	-0.583	ARK5	9891
3	283	L19	-1.59	sample	sample	2015030	1952020	1701080	1952020	1889376.66666667	0.697	0.725	0.717	-0.521	-0.465	-0.479	NA	NA
3	250	K10	-1.61	sample	sample	1866090	2148470	1676740	1866090	1897100	0.645	0.798	0.707	-0.632	-0.326	-0.5	NA	NA
2	231	J15	-1.62	sample	sample	1833170	1922270	1583190	1833170	1779543.33333333	0.708	0.797	0.704	-0.498	-0.328	-0.506	TESK1	7016
1	291	M03	-1.62	sample	sample	1593370	1521690	1436480	1521690	1517180	0.715	0.695	0.705	-0.485	-0.524	-0.505	ATM	472
3	86	D14	-1.63	sample	sample	2062120	1805220	1694210	1805220	1853850	0.713	0.67	0.715	-0.488	-0.577	-0.485	NA	NA
2	151	G07	-1.64	sample	sample	1845650	1710830	1702650	1710830	1753043.33333333	0.713	0.709	0.758	-0.488	-0.496	-0.401	MGC16169	93627
1	177	H09	-1.67	sample	sample	1577380	1508490	1482240	1508490	1522703.33333333	0.707	0.689	0.727	-0.499	-0.537	-0.459	PNKP	11284
1	109	E13	-1.69	sample	sample	1560760	1553900	1497340	1553900	1537333.33333333	0.7	0.71	0.735	-0.515	-0.494	-0.445	MINK	50488
2	250	K10	-1.7	sample	sample	1894110	1690000	1556860	1690000	1713656.66666667	0.732	0.7	0.693	-0.451	-0.514	-0.53	PYCS	5832
2	378	P18	-1.7	sample	sample	1892110	1601360	1556070	1601360	1683180	0.731	0.664	0.692	-0.452	-0.592	-0.531	MAGI-3	260425
3	363	P03	-1.71	sample	sample	2050380	1904830	1629120	1904830	1861443.33333333	0.709	0.707	0.687	-0.496	-0.5	-0.541	NA	NA
1	11	A11	-1.71	sample	sample	1698950	1524300	1407730	1524300	1543660	0.762	0.696	0.691	-0.392	-0.522	-0.534	COASY	80347
1	285	L21	-1.72	sample	sample	1562650	1519310	1416270	1519310	1499410	0.701	0.694	0.695	-0.513	-0.527	-0.525	DGKQ	1609
3	35	B11	-1.72	sample	sample	2026180	1848080	1649810	1848080	1841356.66666667	0.701	0.686	0.696	-0.513	-0.543	-0.523	NA	NA
1	147	G03	-1.72	sample	sample	1562280	1621070	1299000	1562280	1494116.66666667	0.701	0.741	0.637	-0.513	-0.433	-0.65	CDC2	983
2	18	A18	-1.72	sample	sample	1812780	1753760	1480720	1753760	1682420	0.7	0.727	0.659	-0.514	-0.46	-0.602	BUB1B	701
3	206	I14	-1.73	sample	sample	2022380	1906860	1590670	1906860	1839970	0.699	0.708	0.671	-0.516	-0.498	-0.576	NA	NA
2	331	N19	-1.73	sample	sample	1645480	1887320	1546180	1645480	1692993.33333333	0.636	0.782	0.688	-0.654	-0.355	-0.54	RPS6KA5	9252
1	355	O19	-1.73	sample	sample	1557690	1473880	1491920	1491920	1507830	0.699	0.673	0.732	-0.517	-0.57	-0.45	PKM2	5315
2	237	J21	-1.74	sample	sample	1633940	1812640	1544920	1633940	1663833.33333333	0.631	0.751	0.687	-0.664	-0.413	-0.541	PFKFB4	5210
1	30	B06	-1.74	sample	sample	1555890	1571120	1285570	1555890	1470860	0.698	0.718	0.631	-0.519	-0.478	-0.665	AKT3	10000
1	39	B15	-1.75	sample	sample	1456810	1645520	1397250	1456810	1499860	0.653	0.752	0.686	-0.614	-0.411	-0.545	BCKDK	10295
2	328	N16	-1.76	sample	sample	1815730	1691580	1523780	1691580	1677030	0.701	0.701	0.678	-0.512	-0.512	-0.561	SIK2	23235
1	116	E20	-1.76	sample	sample	1815060	1532690	1227220	1532690	1524990	0.814	0.7	0.602	-0.297	-0.514	-0.732	AKT1	207
2	270	L06	-1.78	sample	sample	1672990	1822660	1530900	1672990	1675516.66666667	0.646	0.755	0.681	-0.63	-0.405	-0.554	LMTK3	114783
3	22	A22	-1.78	sample	sample	1999630	1870910	1634870	1870910	1835136.66666667	0.692	0.695	0.69	-0.532	-0.526	-0.536	NA	NA
3	235	J19	-1.78	sample	sample	2064410	1878410	1377340	1878410	1773386.66666667	0.714	0.697	0.581	-0.486	-0.52	-0.784	NA	NA
1	262	K22	-1.79	sample	sample	1626050	1524350	1378270	1524350	1509556.66666667	0.729	0.697	0.676	-0.455	-0.522	-0.564	KIT	3815
1	369	P09	-1.79	sample	sample	1437880	1522540	2069410	1522540	1676610	0.645	0.696	1.02	-0.633	-0.524	0.022	PLK4	10733
2	39	B15	-1.8	sample	sample	1796370	1675370	1502950	1675370	1658230	0.694	0.694	0.669	-0.527	-0.526	-0.581	FGFR2	2263
3	125	F05	-1.81	sample	sample	1916910	2005770	1605640	1916910	1842773.33333333	0.663	0.745	0.677	-0.593	-0.425	-0.562	NA	NA
1	118	E22	-1.81	sample	sample	1630660	1518620	1229570	1518620	1459616.66666667	0.731	0.694	0.603	-0.451	-0.527	-0.729	SNRK	54861
1	66	C18	-1.85	sample	sample	1521360	1531960	1353270	1521360	1468863.33333333	0.682	0.7	0.664	-0.551	-0.515	-0.591	AK1	203
2	249	K09	-1.85	sample	sample	1786350	1559890	1507410	1559890	1617883.33333333	0.69	0.646	0.671	-0.535	-0.629	-0.576	FGR	2268
2	178	H10	-1.87	sample	sample	1712330	1661520	1500710	1661520	1624853.33333333	0.661	0.689	0.668	-0.596	-0.538	-0.583	VRK1	7443
3	187	H19	-1.88	sample	sample	1960980	1735080	1586500	1735080	1760853.33333333	0.678	0.644	0.669	-0.56	-0.634	-0.58	NA	NA
3	67	C19	-1.89	sample	sample	3761410	1618930	1577870	1618930	2319403.33333333	1.3	0.601	0.665	0.38	-0.734	-0.587	CALM2	805
2	133	F13	-1.9	sample	sample	1738920	1643730	1520750	1643730	1634466.66666667	0.672	0.681	0.677	-0.574	-0.554	-0.564	STK38	11329
2	156	G12	-1.94	sample	sample	1995370	1555700	1479990	1555700	1677020	0.771	0.645	0.658	-0.376	-0.633	-0.603	ERN1	2081
1	112	E16	-1.95	sample	sample	1490620	1681110	1304060	1490620	1491930	0.669	0.768	0.64	-0.581	-0.381	-0.644	CSNK1G1	53944
3	156	G12	-1.96	sample	sample	1925720	1794570	1558830	1794570	1759706.66666667	0.666	0.666	0.657	-0.586	-0.586	-0.605	NA	NA
3	190	H22	-1.98	sample	sample	1919320	1864130	1531130	1864130	1771526.66666667	0.664	0.692	0.646	-0.591	-0.531	-0.631	NA	NA
3	177	H09	-2	sample	sample	1989000	1798990	1427840	1798990	1738610	0.688	0.668	0.602	-0.54	-0.582	-0.732	NA	NA
3	275	L11	-2.01	sample	sample	1787120	1952860	1537500	1787120	1759160	0.618	0.725	0.648	-0.694	-0.464	-0.625	NA	NA
2	367	P07	-2.01	sample	sample	1707100	1752720	1457180	1707100	1639000	0.659	0.726	0.648	-0.601	-0.461	-0.625	LYK5	92335
3	104	E08	-2.01	sample	sample	1907030	1941300	1367520	1907030	1738616.66666667	0.66	0.721	0.577	-0.6	-0.472	-0.794	NA	NA
2	201	I09	-2.02	sample	sample	1861640	1605010	1452020	1605010	1639556.66666667	0.719	0.665	0.646	-0.476	-0.588	-0.63	FLJ23074	80122
2	354	O18	-2.06	sample	sample	1674170	1905930	1442240	1674170	1674113.33333333	0.647	0.79	0.642	-0.629	-0.34	-0.64	EPHB2	2048
1	231	J15	-2.06	sample	sample	1433170	1443660	1546360	1443660	1474396.66666667	0.643	0.66	0.759	-0.638	-0.6	-0.398	HSPB8	26353
3	54	C06	-2.09	sample	sample	1878330	1734960	1707980	1734960	1773756.66666667	0.65	0.644	0.72	-0.622	-0.635	-0.473	NA	NA
3	93	D21	-2.1	sample	sample	1816670	1763290	1872240	1816670	1817400	0.628	0.655	0.79	-0.67	-0.611	-0.341	NA	NA
3	279	L15	-2.13	sample	sample	1856570	1752290	1511660	1752290	1706840	0.642	0.651	0.638	-0.639	-0.62	-0.649	NA	NA
